# .pending-queue.tsv — generated by escalation-engine.sh per ADR D-068 (S348)
# columns: pending_id	block_tier	severity	artifact_path	detected_at	escalate_at	telegram_pushed	archived_at	resolve_reason
auto-reboot-PRE-BLOCKED-stale-checkpoint-1779016889	PENDING	CRITICAL	agent-workspace/memory/.auto-reboot-PRE-BLOCKED-stale-checkpoint	2026-05-17T18:21:28+07:00	1779038489	true	-	-
